runTrialId,run,startCatPos,startId,blockId,runBlockId,speed,distance,startCat,targetId,targetCat,probeDur,bufferDur,itiDur,ts,tp,direction,targetCatPos,speedCueDur,blinkFixDur,sampleDur,feedbackDur,probeDist,probeId,probeCat,probeCatPos,probe_ts,probe_loc,optionCat,movementDur,participantId,speedCueTrial
5,4,1,13,19,1,1.2,17,5,14,5,0.0,1988.6911962367926,2943.058,14166.667,,-1,2,14999.993999999999,2700,1000,1000.0,11,2,1,2,9166.667,0,0,16155.358,6,0
6,4,3,3,19,1,1.2,14,1,7,3,0.0,1714.9541212795527,2148.204,11666.667,,-1,1,14999.993999999999,2700,1000,1000.0,7,14,5,2,5833.333,0,0,13381.621,6,0
7,4,1,4,20,2,2.0,12,2,10,4,0.0,1188.342104158199,2874.639,6000.0,,-1,1,9000.0,2700,1000,1000.0,8,14,5,2,4000.0,0,0,7188.342,6,1
8,4,2,14,20,2,2.0,13,5,1,1,0.0,1328.204609179363,2506.326,6500.0,,-1,1,9000.0,2700,1000,1000.0,6,8,3,2,3000.0,0,0,7828.205,6,0
9,4,3,9,20,2,2.0,13,3,14,5,0.0,1240.6940825876925,2375.116,6500.0,,-1,2,9000.0,2700,1000,1000.0,7,2,1,2,3500.0,0,0,7740.694,6,0
10,4,2,8,20,2,2.0,17,3,9,3,0.0,1289.660695189452,2688.848,8500.0,,-1,3,9000.0,2700,1000,1000.0,9,17,6,2,4500.0,0,0,9789.661,6,0
11,4,3,6,20,2,2.0,15,2,9,3,0.0,1125.2761148111667,2848.881,7500.0,,-1,3,9000.0,2700,1000,1000.0,7,17,6,2,3500.0,0,0,8625.276,6,0
12,4,1,10,20,2,2.0,15,4,13,5,0.0,1398.493854505659,2555.131,7500.0,,-1,1,9000.0,2700,1000,1000.0,8,2,1,2,4000.0,0,0,8898.494,6,0
13,4,2,17,21,3,1.2,15,6,2,1,0.0,2135.1515472491233,2146.264,12500.0,,-1,2,14999.993999999999,2700,1000,1000.0,6,11,4,2,5000.0,0,0,14635.152,6,1
14,4,1,4,21,3,1.2,15,2,7,3,1000.0,1845.2589431628453,2036.144,12500.0,,-1,1,14999.993999999999,2700,1000,0.0,8,14,5,2,6666.667,1,-1,14345.259,6,0
15,4,3,15,21,3,1.2,12,5,3,1,1000.0,2481.709515828059,2541.334,10000.0,,-1,3,14999.993999999999,2700,1000,0.0,7,8,3,2,5833.333,1,1,12481.71,6,0
16,4,1,10,21,3,1.2,12,4,16,6,0.0,1843.948343155868,2186.802,10000.0,,-1,1,14999.993999999999,2700,1000,1000.0,8,2,1,2,6666.667,0,0,11843.948,6,0
17,4,1,10,21,3,1.2,16,4,12,4,0.0,1767.0642819480393,2679.118,13333.333,,-1,3,14999.993999999999,2700,1000,1000.0,11,17,6,2,9166.667,0,0,15100.397,6,0
18,4,3,12,21,3,1.2,14,4,16,6,0.0,2055.7373665360406,2745.671,11666.667,,-1,1,14999.993999999999,2700,1000,1000.0,7,5,2,2,5833.333,0,0,13722.404,6,0
19,4,1,10,22,4,2.0,16,4,12,4,0.0,1324.2588077906896,2200.533,8000.0,,-1,3,9000.0,2700,1000,1000.0,8,2,1,2,4000.0,0,0,9324.259,6,1
20,4,1,13,22,4,2.0,17,5,14,5,0.0,1295.9192063015041,2277.701,8500.0,,-1,2,9000.0,2700,1000,1000.0,11,2,1,2,5500.0,0,0,9795.919,6,0
21,4,2,8,22,4,2.0,15,3,11,4,0.0,1426.6458862251152,2952.829,7500.0,,-1,2,9000.0,2700,1000,1000.0,9,17,6,2,4500.0,0,0,8926.646,6,0
22,4,3,6,22,4,2.0,16,2,8,3,0.0,1266.5921583792874,2920.601,8000.0,,-1,2,9000.0,2700,1000,1000.0,10,14,5,2,5000.0,0,0,9266.592,6,0
23,4,3,15,22,4,2.0,17,5,16,6,0.0,1476.4939777471868,2411.2,8500.0,,-1,1,9000.0,2700,1000,1000.0,10,5,2,2,5000.0,0,0,9976.494,6,0
24,4,3,9,22,4,2.0,17,3,10,4,0.0,1102.031256013027,2018.813,8500.0,,-1,1,9000.0,2700,1000,1000.0,10,17,6,2,5000.0,0,0,9602.031,6,0
25,4,3,3,23,5,1.2,13,1,8,3,1000.0,1767.1534372357153,2328.181,10833.333,,-1,2,14999.993999999999,2700,1000,0.0,7,14,5,2,5833.333,1,1,12600.486,6,1
26,4,3,3,23,5,1.2,15,1,6,2,0.0,2049.904870864173,2517.298,12500.0,,-1,3,14999.993999999999,2700,1000,1000.0,7,14,5,2,5833.333,0,0,14549.905,6,0
27,4,2,11,23,5,1.2,12,4,17,6,0.0,1895.1424246013892,2995.835,10000.0,,-1,2,14999.993999999999,2700,1000,1000.0,9,2,1,2,7500.0,0,0,11895.142,6,0
28,4,3,9,23,5,1.2,14,3,13,5,0.0,1707.7608524660461,2868.891,11666.667,,-1,1,14999.993999999999,2700,1000,1000.0,7,2,1,2,5833.333,0,0,13374.428,6,0
